m1,b1,m2,b2,mode,load,tput_m1,tput_m2,total_p90_m1,total_p90_m2,total_p99_m1,total_p99_m2,total_p100_m1,total_p100_m2,slo_m1,slo_violation_m1,slo_m2,slo_violation_m2,slo_violation_no,job_mix
inception_v3,32,resnet101,16,mps-uncap,1.0,1899.1221882880611,950.3375964671168,17.169475555419922,17.156124114990234,17.334318161010742,17.31727361679077,19.486188888549805,19.598722457885746,"[39.029598236083984, 125.16593933105467]",0,"[48.97916316986084, 134.917950630188]",0,0,inception_v3-32-resnet101-16
inception_v3,16,resnet101,16,mps-uncap,1.0,1284.1305222739863,1156.0865414224115,12.798547744750977,14.103126525878906,13.007378578186035,14.792189598083496,13.814687728881836,15.030384063720703,"[24.31881427764893, 91.33017063140876]",0,"[48.97916316986084, 134.917950630188]",0,0,inception_v3-16-resnet101-16
inception_v3,4,resnet101,32,mps-uncap,1.0,301.01915876737536,1594.7072432440298,15.419483184814451,20.257019996643063,15.836381912231449,20.415821075439453,16.683340072631836,22.79353141784668,"[18.36538314819336, 55.87575435638427]",0,"[100.55983066558838, 559.5760583877563]",0,0,inception_v3-4-resnet101-32
inception_v3,2,resnet101,8,mps-uncap,1.0,345.75176906640064,1086.948636275961,6.0901641845703125,7.506370544433594,6.262586116790772,7.65056848526001,7.2841644287109375,8.550167083740234,"[15.114545822143556, 40.23642539978028]",0,"[41.705965995788574, 134.9987268447876]",0,0,inception_v3-2-resnet101-8
inception_v3,4,resnet101,8,mps-uncap,1.0,651.9571156251079,1035.8488873262722,6.459474563598633,7.908344268798828,6.634037494659424,8.06208610534668,7.459163665771484,9.035587310791016,"[18.36538314819336, 55.87575435638427]",0,"[41.705965995788574, 134.9987268447876]",0,0,inception_v3-4-resnet101-8
inception_v3,16,resnet101,32,mps-uncap,1.0,889.9752615231195,1433.8310133334849,19.069433212280277,23.06747436523437,19.4932222366333,23.285696506500248,20.104646682739254,24.807453155517575,"[24.31881427764893, 91.33017063140876]",0,"[100.55983066558838, 559.5760583877563]",0,0,inception_v3-16-resnet101-32
inception_v3,32,resnet101,4,mps-uncap,1.0,2517.504637020261,452.15738919497386,12.895345687866213,9.746766090393066,13.035345077514648,10.608208179473875,14.13583755493164,12.236595153808594,"[39.029598236083984, 125.16593933105467]",0,"[32.98497200012207, 103.6813735961914]",0,0,inception_v3-32-resnet101-4
inception_v3,2,resnet101,16,mps-uncap,1.0,258.465872657562,1439.6899801428192,8.352041244506836,11.230874061584473,8.58510971069336,11.327266693115234,9.585142135620115,12.478351593017578,"[15.114545822143556, 40.23642539978028]",0,"[48.97916316986084, 134.917950630188]",0,0,inception_v3-2-resnet101-16
densenet169,32,densenet201,32,mps-uncap,1.0,863.6870711605803,719.5988579526663,38.39566707611084,47.962188720703125,38.706796169281006,48.2994270324707,39.18862342834473,48.736572265625,"[77.0866870880127, 235.37182807922363]",0,"[140.98715782165527, 507.3609590530398]",0,0,densenet169-32-densenet201-32
densenet169,8,densenet201,2,mps-uncap,1.0,802.438951472655,160.3027323730247,10.038375854492188,12.825965881347656,10.396509170532228,13.069581985473633,11.791229248046877,13.999223709106444,"[37.24122047424317, 112.37168312072754]",0,"[55.79066276550293, 137.5442028045655]",0,0,densenet169-8-densenet201-2
densenet169,8,densenet201,32,mps-uncap,1.0,390.1406382723538,995.5033751791988,24.243688583374027,32.90362358093262,25.085144042968743,33.33171844482422,25.576114654541016,34.4395637512207,"[37.24122047424317, 112.37168312072754]",0,"[140.98715782165527, 507.3609590530398]",0,0,densenet169-8-densenet201-32
densenet169,4,densenet201,2,mps-uncap,1.0,399.81214847912827,159.95663216998636,10.057687759399414,12.57486343383789,10.345029830932615,12.9750394821167,11.75999641418457,14.28842544555664,"[37.70208358764648, 111.1121892929078]",0,"[55.79066276550293, 137.5442028045655]",0,0,densenet169-4-densenet201-2
densenet169,16,densenet201,8,mps-uncap,1.0,1003.0269621588322,446.3782936481021,16.212797164916992,19.106388092041016,16.394765377044678,20.339858531951904,18.40782165527344,20.82061767578125,"[72.13079929351807, 169.94497776031494]",0,"[46.94116115570069, 133.82303714752197]",0,0,densenet169-16-densenet201-8
densenet169,2,densenet201,16,mps-uncap,1.0,170.6524664004314,922.6426353596864,12.28642463684082,17.45009422302246,13.418211936950678,17.58260726928711,13.75889778137207,19.913911819458008,"[32.2953462600708, 93.69852542877194]",0,"[62.50441074371338, 216.6438102722168]",0,0,densenet169-2-densenet201-16
densenet169,32,densenet201,8,mps-uncap,1.0,1269.2957170786322,317.3224300310209,25.388646125793457,25.426268577575684,25.53544282913208,25.65973997116089,26.47566795349121,26.505231857299805,"[77.0866870880127, 235.37182807922363]",0,"[46.94116115570069, 133.82303714752197]",0,0,densenet169-32-densenet201-8
densenet169,16,densenet201,32,mps-uncap,1.0,595.2710601177075,874.957085648825,29.564929008483887,38.02192211151123,29.975850582122803,38.701443672180176,30.73906898498535,39.02745246887207,"[72.13079929351807, 169.94497776031494]",0,"[140.98715782165527, 507.3609590530398]",0,0,densenet169-16-densenet201-32
densenet169,2,densenet201,2,mps-uncap,1.0,197.68545513916013,166.57111527147092,10.175538063049316,12.062788009643556,10.341877937316893,12.153902053833008,12.566089630126951,12.990474700927734,"[32.2953462600708, 93.69852542877194]",0,"[55.79066276550293, 137.5442028045655]",0,0,densenet169-2-densenet201-2
densenet169,2,densenet201,32,mps-uncap,1.0,126.5357588972286,1107.7293395120469,17.740154266357422,29.169130325317383,20.11923313140869,29.42000389099121,21.0263729095459,31.070470809936523,"[32.2953462600708, 93.69852542877194]",0,"[140.98715782165527, 507.3609590530398]",0,0,densenet169-2-densenet201-32
densenet169,16,densenet201,2,mps-uncap,1.0,1192.3827978140407,139.7465887113541,13.586902618408203,14.759683609008787,13.745875358581545,15.541315078735348,14.602422714233398,18.088340759277344,"[72.13079929351807, 169.94497776031494]",0,"[55.79066276550293, 137.5442028045655]",0,0,densenet169-16-densenet201-2
densenet169,16,densenet201,4,mps-uncap,1.0,1100.548545879546,257.70764839979023,14.740943908691406,15.978384017944336,15.011191368103027,17.6546573638916,15.71798324584961,18.013954162597656,"[72.13079929351807, 169.94497776031494]",0,"[42.35696792602539, 113.26956748962402]",0,0,densenet169-16-densenet201-4
mobilenet_v3_large,4,resnet152,4,mps-uncap,1.0,1418.6469974027532,517.207333016751,2.8433799743652344,8.122658729553223,2.951052188873291,8.357393741607666,3.989934921264648,9.714126586914062,"[10.463953018188477, 31.406164169311523]",0,"[52.88875102996826, 147.14336395263672]",0,0,mobilenet_v3_large-4-resnet152-4
mobilenet_v3_large,2,resnet152,16,mps-uncap,1.0,619.3931859679717,1057.7836993954213,4.357337951660156,15.203475952148438,4.867291450500488,15.278897285461426,5.158662796020508,16.27969741821289,"[10.19287109375, 25.970196723937992]",0,"[65.30427932739258, 180.2811622619629]",0,0,mobilenet_v3_large-2-resnet152-16
mobilenet_v3_large,32,resnet152,2,mps-uncap,1.0,5919.777852256324,173.40668573709226,5.589008331298828,12.330102920532228,5.673573017120362,13.139753341674805,6.739139556884766,13.564825057983398,"[18.35155487060547, 53.41248512268066]",0,"[53.725600242614746, 128.05020809173587]",0,0,mobilenet_v3_large-32-resnet152-2
mobilenet_v3_large,32,resnet152,16,mps-uncap,1.0,4218.256857494084,654.9098076263338,8.915138244628906,25.33721923828125,9.185490608215332,25.898895263671875,9.481191635131836,27.443885803222656,"[18.35155487060547, 53.41248512268066]",0,"[65.30427932739258, 180.2811622619629]",0,0,mobilenet_v3_large-32-resnet152-16
mobilenet_v3_large,4,resnet152,16,mps-uncap,1.0,1234.3593170537931,1009.3288982690868,4.377603530883789,15.987157821655272,4.9808406829833975,16.130611896514893,5.62286376953125,17.115354537963867,"[10.463953018188477, 31.406164169311523]",0,"[65.30427932739258, 180.2811622619629]",0,0,mobilenet_v3_large-4-resnet152-16
mobilenet_v3_large,4,resnet152,2,mps-uncap,1.0,1439.7659480537952,261.1007099420081,2.7968883514404297,7.814693450927733,2.8878760337829594,8.00290584564209,3.894805908203125,8.661985397338867,"[10.463953018188477, 31.406164169311523]",0,"[53.725600242614746, 128.05020809173587]",0,0,mobilenet_v3_large-4-resnet152-2
mobilenet_v3_large,2,resnet152,2,mps-uncap,1.0,729.8236389566579,254.63258897963163,2.75874137878418,8.073568344116211,2.887248992919922,8.25502872467041,4.285335540771484,8.74018669128418,"[10.19287109375, 25.970196723937992]",0,"[53.725600242614746, 128.05020809173587]",0,0,mobilenet_v3_large-2-resnet152-2
alexnet,8,efficientnet_b7,16,mps-uncap,1.0,3917.5322834807134,434.1704730667963,2.9239654541015625,37.20579147338867,3.442285060882568,37.62608528137208,3.6575794219970703,39.28971290588379,"[618.685245513916, 1469.8224782943723]",0,"[131.41703605651855, 542.326378822327]",0,0,alexnet-8-efficientnet_b7-16
alexnet,2,efficientnet_b7,16,mps-uncap,1.0,1520.1727962054104,490.35487034924455,1.9376277923583984,32.9944372177124,2.296686172485352,33.31646203994751,2.5343894958496094,33.80584716796875,"[2.0967721939086914, 5.826306343078614]",0,"[131.41703605651855, 542.326378822327]",0,0,alexnet-2-efficientnet_b7-16
alexnet,16,efficientnet_b7,4,mps-uncap,1.0,9190.700482618313,196.8136686227935,1.8880367279052732,20.778417587280277,2.0020008087158203,21.23806953430176,2.942085266113281,21.84629440307617,"[9.903192520141602, 800.369453430176]",0,"[73.36020469665527, 187.29534149169928]",0,0,alexnet-16-efficientnet_b7-4
alexnet,32,efficientnet_b7,2,mps-uncap,1.0,13530.275471111696,108.06166419749738,2.420663833618164,19.147968292236328,2.511739730834961,19.584064483642575,3.568887710571289,20.631074905395508,"[11.010289192199709, 27.551174163818366]",0,"[68.09377670288086, 199.70269203186052]",0,0,alexnet-32-efficientnet_b7-2
alexnet,2,efficientnet_b7,4,mps-uncap,1.0,2618.7033425548784,238.4695719014801,0.9016990661621094,17.22860336303711,1.0120868682861328,17.633795738220215,1.9941329956054688,19.24872398376465,"[2.0967721939086914, 5.826306343078614]",0,"[73.36020469665527, 187.29534149169928]",0,0,alexnet-2-efficientnet_b7-4
alexnet,2,efficientnet_b7,8,mps-uncap,1.0,2127.0077502778013,375.4346453091234,1.2788772583007812,21.748709678649902,1.491940021514893,22.23910570144653,2.049684524536133,24.500608444213867,"[2.0967721939086914, 5.826306343078614]",0,"[99.68793392181396, 230.86111545562756]",0,0,alexnet-2-efficientnet_b7-8
alexnet,2,efficientnet_b7,2,mps-uncap,1.0,2966.979982383805,140.336962905605,0.7371902465820312,14.794158935546877,0.7994174957275391,15.308880805969238,1.9102096557617188,16.38960838317871,"[2.0967721939086914, 5.826306343078614]",0,"[68.09377670288086, 199.70269203186052]",0,0,alexnet-2-efficientnet_b7-2
resnet50,4,vgg16,2,mps-uncap,1.0,729.705629669086,765.2188344800048,5.907773971557617,2.7396678924560547,6.173861026763916,2.9094934463500968,7.068634033203125,3.9625167846679688,"[15.934944152832031, 48.004198074340856]",0,"[6.448507308959961, 18.3983325958252]",0,0,resnet50-4-vgg16-2
resnet50,2,vgg16,32,mps-uncap,1.0,104.5621559634606,1673.015161601436,19.73876953125,19.365477561950684,20.510714054107662,19.623432159423828,23.064851760864254,20.956039428710938,"[15.022516250610352, 47.57630825042726]",0,"[59.967875480651855, 190.44158458709745]",0,0,resnet50-2-vgg16-32
resnet50,32,vgg16,8,mps-uncap,1.0,1326.682983453756,918.0671156310208,24.910593032836918,10.257673263549805,25.276956558227536,10.996265411376951,25.544166564941406,11.74330711364746,"[71.20847702026367, 551.6562938690189]",0,"[18.642187118530277, 53.190302848815925]",0,0,resnet50-32-vgg16-8
resnet50,16,vgg16,16,mps-uncap,1.0,659.8711333782869,1319.776039916194,24.9176025390625,12.933707237243652,25.91562271118164,13.095617294311523,28.06854248046875,15.6097412109375,"[33.52701663970947, 110.16175746917725]",0,"[36.31937503814697, 116.04452133178712]",0,0,resnet50-16-vgg16-16
resnet50,8,vgg16,32,mps-uncap,1.0,297.8885917463622,1588.0319168044182,33.12664031982422,20.711469650268555,33.589630126953125,20.94902992248535,34.024953842163086,23.166656494140625,"[31.15856647491455, 100.51560401916504]",0,"[59.967875480651855, 190.44158458709745]",0,0,resnet50-8-vgg16-32
resnet50,8,vgg16,2,mps-uncap,1.0,1098.113240033227,656.9908229961104,7.685422897338867,3.3429384231567383,7.99671411514282,3.7071704864501953,10.431289672851562,4.654169082641602,"[31.15856647491455, 100.51560401916504]",0,"[6.448507308959961, 18.3983325958252]",0,0,resnet50-8-vgg16-2
efficientnet_b6,8,resnet50,4,mps-uncap,1.0,508.4261046635818,841.2547736576307,16.021728515625,5.855083465576172,16.278600692749023,6.226375102996826,18.479585647583008,6.799459457397461,"[64.6524429321289, 187.1220111846924]",0,"[15.934944152832031, 48.004198074340856]",0,0,efficientnet_b6-8-resnet50-4
efficientnet_b6,16,resnet50,16,mps-uncap,1.0,479.3368547326024,1343.769280770954,33.879995346069336,14.665842056274414,34.18684005737305,15.377867221832275,36.19527816772461,15.903949737548828,"[59.7454309463501, 131.84561729431152]",0,"[33.52701663970947, 110.16175746917725]",0,0,efficientnet_b6-16-resnet50-16
efficientnet_b6,32,resnet50,8,mps-uncap,1.0,721.1939334208714,623.5359598315242,44.774532318115234,18.448352813720703,45.06826400756836,20.53767204284668,46.7526912689209,21.01302146911621,"[353.773832321167, 1243.6289310455325]",0,"[31.15856647491455, 100.51560401916504]",0,0,efficientnet_b6-32-resnet50-8
efficientnet_b6,32,resnet50,4,mps-uncap,1.0,780.6381169389192,386.7346843006748,41.182708740234375,16.409635543823242,41.329407691955566,17.471790313720703,43.56050491333008,18.35179328918457,"[353.773832321167, 1243.6289310455325]",0,"[15.934944152832031, 48.004198074340856]",0,0,efficientnet_b6-32-resnet50-4
efficientnet_b6,4,resnet50,16,mps-uncap,1.0,201.16582094282137,2027.0542523929655,20.713520050048828,8.442139625549316,21.217050552368164,8.601665496826172,22.42374420166016,10.040283203125,"[72.48008251190186, 192.4673318862915]",0,"[33.52701663970947, 110.16175746917725]",0,0,efficientnet_b6-4-resnet50-16
efficientnet_b6,16,resnet50,8,mps-uncap,1.0,588.050301796813,901.0776946328642,27.530193328857425,11.885428428649902,27.942419052124023,12.323100566864008,29.746055603027344,12.650728225708008,"[59.7454309463501, 131.84561729431152]",0,"[31.15856647491455, 100.51560401916504]",0,0,efficientnet_b6-16-resnet50-8
efficientnet_b6,2,resnet50,2,mps-uncap,1.0,185.2074516682677,688.026525870101,11.074066162109377,3.059625625610352,11.351931095123293,3.2115912437438965,11.912822723388672,4.10771369934082,"[49.16810989379883, 121.783447265625]",0,"[15.022516250610352, 47.57630825042726]",0,0,efficientnet_b6-2-resnet50-2
efficientnet_b6,2,resnet50,16,mps-uncap,1.0,116.47261940881418,2195.5176766320405,18.150615692138672,7.532358169555664,18.729724884033203,7.641866207122802,19.176721572875977,8.572101593017578,"[49.16810989379883, 121.783447265625]",0,"[33.52701663970947, 110.16175746917725]",0,0,efficientnet_b6-2-resnet50-16
efficientnet_b6,4,resnet50,8,mps-uncap,1.0,271.59664500848726,1523.7348850749024,15.117168426513672,5.747056007385254,15.387630462646484,5.967173576354981,15.79904556274414,6.281852722167969,"[72.48008251190186, 192.4673318862915]",0,"[31.15856647491455, 100.51560401916504]",0,0,efficientnet_b6-4-resnet50-8
squeezenet1_1,16,vgg19,16,mps-uncap,1.0,1902.474830669767,1222.9505194707265,10.802435874938965,13.489699363708496,11.062989234924316,13.716630935668944,12.247800827026367,14.67132568359375,"[15.970110893249512, 680.0486087799072]",0,"[47.20258712768555, 161.4960193634034]",0,0,squeezenet1_1-16-vgg19-16
squeezenet1_1,32,vgg19,32,mps-uncap,1.0,1917.484101161951,1283.657150234085,21.94862365722656,25.824689865112305,22.206830978393555,26.067204475402832,23.99587631225586,27.27675437927246,"[38.78581523895264, 3191.081166267395]",0,"[69.72730159759521, 184.2193603515625]",0,0,squeezenet1_1-32-vgg19-32
squeezenet1_1,32,vgg19,4,mps-uncap,1.0,5303.750405764889,662.9607721016315,6.101131439208984,6.336021423339844,6.209113597869873,6.642754077911377,7.288932800292969,7.496118545532227,"[38.78581523895264, 3191.081166267395]",0,"[11.4821195602417, 31.886911392211918]",0,0,squeezenet1_1-32-vgg19-4
squeezenet1_1,4,vgg19,4,mps-uncap,1.0,1854.3052304646644,947.6757770399286,2.6259422302246094,4.3883562088012695,2.72111177444458,4.525618553161621,3.9520263671875,5.392789840698242,"[5.745649337768555, 19.358348846435547]",0,"[11.4821195602417, 31.886911392211918]",0,0,squeezenet1_1-4-vgg19-4
squeezenet1_1,32,vgg19,16,mps-uncap,1.0,2558.227201015123,1167.828695033694,13.56792449951172,14.21189308166504,13.800501823425291,14.58040714263916,16.04318618774414,16.454219818115234,"[38.78581523895264, 3191.081166267395]",0,"[47.20258712768555, 161.4960193634034]",0,0,squeezenet1_1-32-vgg19-16
squeezenet1_1,2,vgg19,16,mps-uncap,1.0,424.2121310755919,1345.646037427414,8.081197738647461,12.016630172729492,8.507490158081055,12.14102268218994,8.672952651977539,13.416051864624023,"[7.618069648742676, 19.27053928375244]",0,"[47.20258712768555, 161.4960193634034]",0,0,squeezenet1_1-2-vgg19-16
squeezenet1_1,2,vgg19,2,mps-uncap,1.0,1355.305206190823,764.1226658193851,1.744198799133302,2.7048587799072266,1.9255018234252927,2.766847610473633,2.768516540527344,3.9021968841552734,"[7.618069648742676, 19.27053928375244]",0,"[6.924629211425781, 17.524337768554688]",0,0,squeezenet1_1-2-vgg19-2
densenet169,16,resnet50,8,mps-uncap,1.0,825.9030583725554,1293.665824172546,19.687390327453613,7.913351058959963,19.93857145309448,8.164443969726562,20.934104919433597,8.982658386230469,"[72.13079929351807, 169.94497776031494]",0,"[31.15856647491455, 100.51560401916504]",0,0,densenet169-16-resnet50-8
densenet169,4,resnet50,8,mps-uncap,1.0,336.48548902692875,1740.0372035419316,12.2605562210083,4.883241653442384,12.500417232513428,5.023479461669922,13.37575912475586,7.143974304199219,"[37.70208358764648, 111.1121892929078]",0,"[31.15856647491455, 100.51560401916504]",0,0,densenet169-4-resnet50-8
densenet169,32,resnet50,16,mps-uncap,1.0,882.6639506981838,1442.473361271465,36.97710037231445,14.112997055053713,37.65409469604492,15.056848526000977,39.515018463134766,15.615463256835938,"[77.0866870880127, 235.37182807922363]",0,"[33.52701663970947, 110.16175746917725]",0,0,densenet169-32-resnet50-16
densenet169,32,resnet50,2,mps-uncap,1.0,1321.0290943532232,394.7547850836319,24.49269294738769,7.502889633178711,24.75247621536255,9.467144012451172,25.49290657043457,10.174989700317385,"[77.0866870880127, 235.37182807922363]",0,"[15.022516250610352, 47.57630825042726]",0,0,densenet169-32-resnet50-2
densenet169,4,resnet50,4,mps-uncap,1.0,404.2775511024015,1217.7670681555285,10.024309158325195,3.5393238067626958,10.202348232269289,3.7131309509277344,11.193037033081056,4.410982131958008,"[37.70208358764648, 111.1121892929078]",0,"[15.934944152832031, 48.004198074340856]",0,0,densenet169-4-resnet50-4
densenet169,2,resnet50,8,mps-uncap,1.0,190.8561457450528,1819.710960549116,10.702085494995115,4.563093185424805,10.841131210327148,4.697084426879883,12.709379196166992,5.53131103515625,"[32.2953462600708, 93.69852542877194]",0,"[31.15856647491455, 100.51560401916504]",0,0,densenet169-2-resnet50-8
densenet169,8,resnet50,8,mps-uncap,1.0,561.9857688645432,1543.184276831163,14.628100395202637,5.9051513671875,14.83739137649536,6.120595932006836,15.726327896118164,6.970405578613281,"[37.24122047424317, 112.37168312072754]",0,"[31.15856647491455, 100.51560401916504]",0,0,densenet169-8-resnet50-8
densenet169,8,resnet50,32,mps-uncap,1.0,288.64131966967744,2422.745309816643,28.66549491882324,13.844728469848633,29.64691162109375,13.953166007995604,30.5171012878418,15.48480987548828,"[37.24122047424317, 112.37168312072754]",0,"[71.20847702026367, 551.6562938690189]",0,0,densenet169-8-resnet50-32
densenet169,4,resnet50,16,mps-uncap,1.0,235.59676414719289,2197.5907071688544,18.213939666748047,7.564544677734375,18.52005958557129,7.642917633056641,20.037412643432617,8.443117141723633,"[37.70208358764648, 111.1121892929078]",0,"[33.52701663970947, 110.16175746917725]",0,0,densenet169-4-resnet50-16
densenet169,2,resnet50,32,mps-uncap,1.0,93.95299966715042,2634.2509127379817,23.172378540039062,12.273073196411133,23.634767532348636,12.333941459655762,24.05405044555664,13.451576232910156,"[32.2953462600708, 93.69852542877194]",0,"[71.20847702026367, 551.6562938690189]",0,0,densenet169-2-resnet50-32
densenet169,32,resnet50,4,mps-uncap,1.0,1222.9071836099067,667.6227539818879,26.45845413208008,8.59379768371582,26.741161346435547,10.301101207733154,27.15396881103516,11.220216751098633,"[77.0866870880127, 235.37182807922363]",0,"[15.934944152832031, 48.004198074340856]",0,0,densenet169-32-resnet50-4
densenet169,2,resnet50,4,mps-uncap,1.0,197.119771727035,1331.056228989064,10.195374488830566,3.167390823364258,10.437750816345217,3.318831920623779,11.523723602294922,4.325151443481445,"[32.2953462600708, 93.69852542877194]",0,"[15.934944152832031, 48.004198074340856]",0,0,densenet169-2-resnet50-4
mobilenet_v2,16,mobilenet_v3_small,16,mps-uncap,1.0,4399.479137071505,4440.081974119702,3.686189651489258,3.713846206665039,3.761472702026367,3.750324249267578,4.824161529541016,4.823923110961914,"[10.136961936950684, 25.838327407836918]",0,"[7.981538772583008, 24.18406009674073]",0,0,mobilenet_v2-16-mobilenet_v3_small-16
mobilenet_v2,2,mobilenet_v3_small,4,mps-uncap,1.0,904.4175113171918,1722.6797153844857,2.23684310913086,2.3386478424072266,2.2940635681152344,2.3746490478515625,3.151416778564453,3.244638442993164,"[11.06250286102295, 28.213596343994148]",0,"[6.962418556213379, 18.46108436584473]",0,0,mobilenet_v2-2-mobilenet_v3_small-4
mobilenet_v2,32,mobilenet_v3_small,4,mps-uncap,1.0,5521.696999518105,1035.3893528994704,5.857944488525391,4.801511764526367,5.896568298339844,4.997014999389648,6.998062133789063,5.645513534545898,"[21.3320255279541, 89.20621871948254]",0,"[6.962418556213379, 18.46108436584473]",0,0,mobilenet_v2-32-mobilenet_v3_small-4
mobilenet_v2,2,mobilenet_v3_small,8,mps-uncap,1.0,881.1139909750442,3418.6622495376964,2.302885055541992,2.3572444915771484,2.583534717559815,2.4453186988830566,3.345489501953125,3.0918121337890625,"[11.06250286102295, 28.213596343994148]",0,"[10.103464126586914, 31.44035339355469]",0,0,mobilenet_v2-2-mobilenet_v3_small-8
mobilenet_v2,2,mobilenet_v3_small,16,mps-uncap,1.0,877.7036048218266,6635.812009706867,2.318143844604492,2.434253692626953,2.398800849914551,2.4900436401367188,3.1211376190185547,3.638982772827149,"[11.06250286102295, 28.213596343994148]",0,"[7.981538772583008, 24.18406009674073]",0,0,mobilenet_v2-2-mobilenet_v3_small-16
mobilenet_v2,4,mobilenet_v3_small,32,mps-uncap,1.0,1686.9298722716128,10175.258496853816,2.4878978729248047,3.18288803100586,2.8783774375915527,3.2430410385131845,3.753185272216797,4.320621490478516,"[7.328152656555176, 20.46399116516113]",0,"[8.991241455078125, 24.157381057739254]",0,0,mobilenet_v2-4-mobilenet_v3_small-32
mobilenet_v2,8,mobilenet_v3_small,16,mps-uncap,1.0,3089.397143727096,6151.713692336193,2.6586055755615234,2.633094787597656,2.7010440826416016,2.6786994934082027,3.96108627319336,3.962278366088867,"[9.105205535888672, 28.820157051086422]",0,"[7.981538772583008, 24.18406009674073]",0,0,mobilenet_v2-8-mobilenet_v3_small-16
mobilenet_v2,4,mobilenet_v3_small,16,mps-uncap,1.0,1740.2194395036995,6791.134004590316,2.355813980102539,2.3965835571289062,2.454404830932617,2.477884292602539,3.4584999084472656,3.509998321533203,"[7.328152656555176, 20.46399116516113]",0,"[7.981538772583008, 24.18406009674073]",0,0,mobilenet_v2-4-mobilenet_v3_small-16
mobilenet_v2,8,mobilenet_v3_small,2,mps-uncap,1.0,3496.872377101955,831.025441472822,2.3124217987060547,2.526283264160156,2.707991600036621,2.6092529296875,3.4494400024414062,3.160238265991211,"[9.105205535888672, 28.820157051086422]",0,"[9.493708610534668, 30.624675750732408]",0,0,mobilenet_v2-8-mobilenet_v3_small-2
mobilenet_v2,4,mobilenet_v3_small,8,mps-uncap,1.0,1732.0037924606902,3323.78555958367,2.345561981201172,2.4390220642089844,2.40945816040039,2.497828006744385,3.511667251586914,3.088235855102539,"[7.328152656555176, 20.46399116516113]",0,"[10.103464126586914, 31.44035339355469]",0,0,mobilenet_v2-4-mobilenet_v3_small-8
mobilenet_v2,32,mobilenet_v3_small,32,mps-uncap,1.0,4804.386047335064,5632.464741536619,6.866693496704102,6.621360778808594,7.012138366699219,6.684975624084473,7.620334625244141,7.076025009155273,"[21.3320255279541, 89.20621871948254]",0,"[8.991241455078125, 24.157381057739254]",0,0,mobilenet_v2-32-mobilenet_v3_small-32
mobilenet_v2,32,mobilenet_v3_small,8,mps-uncap,1.0,5417.057214189102,2030.7232821436555,5.956172943115234,4.757881164550781,6.083734035491943,4.903597831726074,7.25102424621582,6.042003631591797,"[21.3320255279541, 89.20621871948254]",0,"[10.103464126586914, 31.44035339355469]",0,0,mobilenet_v2-32-mobilenet_v3_small-8
mobilenet_v2,16,mobilenet_v3_small,4,mps-uncap,1.0,4920.596694796461,1353.4089217140204,3.3005237579345708,3.1583309173583984,3.3676624298095703,3.23176383972168,4.567384719848633,4.336833953857422,"[10.136961936950684, 25.838327407836918]",0,"[6.962418556213379, 18.46108436584473]",0,0,mobilenet_v2-16-mobilenet_v3_small-4
mobilenet_v2,16,mobilenet_v3_small,32,mps-uncap,1.0,3821.241819903125,7642.454655729732,4.513025283813477,4.521846771240234,4.613399505615234,4.588603973388672,5.420923233032227,5.422353744506836,"[10.136961936950684, 25.838327407836918]",0,"[8.991241455078125, 24.157381057739254]",0,0,mobilenet_v2-16-mobilenet_v3_small-32
mobilenet_v2,2,mobilenet_v2,2,mps-uncap,1.0,882.3938898297578,837.7440503965231,2.293825149536133,2.423286437988281,2.3685526847839355,2.485036849975586,2.931833267211914,2.925872802734375,"[11.06250286102295, 28.213596343994148]",0,"[11.06250286102295, 28.213596343994148]",0,0,mobilenet_v2-2-mobilenet_v2-2
mobilenet_v2,16,mobilenet_v2,8,mps-uncap,1.0,4132.163881058642,2305.4391073998418,3.991365432739258,3.78563404083252,4.046916961669922,3.9857649803161617,5.191326141357422,4.995822906494141,"[10.136961936950684, 25.838327407836918]",0,"[9.105205535888672, 28.820157051086422]",0,0,mobilenet_v2-16-mobilenet_v2-8
mobilenet_v2,16,mobilenet_v2,2,mps-uncap,1.0,4780.102820818703,714.1828804308783,3.398418426513672,3.0770301818847656,3.457307815551758,3.1577348709106445,4.561424255371094,4.413604736328125,"[10.136961936950684, 25.838327407836918]",0,"[11.06250286102295, 28.213596343994148]",0,0,mobilenet_v2-16-mobilenet_v2-2
mobilenet_v2,32,mobilenet_v2,32,mps-uncap,1.0,3345.303922530496,3345.310123825219,9.627580642700195,9.626388549804688,9.689807891845703,9.705193042755129,12.1612548828125,12.157201766967772,"[21.3320255279541, 89.20621871948254]",0,"[21.3320255279541, 89.20621871948254]",0,0,mobilenet_v2-32-mobilenet_v2-32
mobilenet_v2,16,mobilenet_v2,16,mps-uncap,1.0,3246.042496429819,3246.035995026758,4.974126815795898,4.992961883544922,5.018234252929688,5.050415992736816,6.1550140380859375,6.185293197631836,"[10.136961936950684, 25.838327407836918]",0,"[10.136961936950684, 25.838327407836918]",0,0,mobilenet_v2-16-mobilenet_v2-16
mobilenet_v2,32,mobilenet_v2,4,mps-uncap,1.0,5249.3494579599055,984.2916936851472,6.169319152832031,5.404472351074219,6.2007904052734375,5.522902011871338,7.361888885498047,6.520509719848633,"[21.3320255279541, 89.20621871948254]",0,"[7.328152656555176, 20.46399116516113]",0,0,mobilenet_v2-32-mobilenet_v2-4
